Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000165194,protocadherin 19,5,1,0,0,13,43,,,,0.0104,0.75,20.1,1.21
ENSG00000131437,kinesin family member 3A,6,6,0,0,2,4,,,,0.0105,0.752,4.01,2.01
ENSG00000075292,zinc finger protein 638,11,13,0,0,0,0,,,,0.0106,0.752,3.4,
ENSG00000132702,hyaluronan and proteoglycan link protein 2,6,6,0,0,3,14,,,,0.0106,0.752,4.01,0.86
ENSG00000173621,leucine rich repeat and fibronectin type III domain containing 4,4,2,0,0,11,39,,,,0.0106,0.754,8.03,1.13
ENSG00000103510,lysine acetyltransferase 8,8,7,0,0,11,28,,,,0.0108,0.759,4.59,1.58
ENSG00000070831,cell division cycle 42,3,0,0,0,1,1,,,,0.011,0.759,Infinity,4.01
ENSG00000102466,fibroblast growth factor 14,5,1,0,0,1,5,,,,0.011,0.759,20.1,0.803
ENSG00000170370,empty spiracles homeobox 2,3,0,0,0,0,0,,,,0.011,0.759,Infinity,
ENSG00000178852,EF-hand calcium binding domain 13,13,46,0,0,0,0,,,,0.0111,0.759,1.13,
ENSG00000173611,suppressor of cancer cell invasion,3,2,0,0,3,12,,,,0.0112,0.759,6.02,1
ENSG00000160862,"alpha-2-glycoprotein 1, zinc-binding",0,24,0,0,0,0,,,,0.0113,0.759,0,
ENSG00000075151,eukaryotic translation initiation factor 4 gamma 3,3,1,0,0,2,7,,,,0.0114,0.759,12,1.15
ENSG00000105568,protein phosphatase 2 scaffold subunit Aalpha,5,1,2,3,14,22,,,,0.0114,0.759,7.03,2.55
ENSG00000106683,LIM domain kinase 1,3,0,0,0,0,0,,,,0.0114,0.759,Infinity,
ENSG00000127337,YEATS domain containing 4,6,4,0,0,6,9,,,,0.0114,0.759,6.02,2.68
ENSG00000127452,F-box and leucine rich repeat protein 12,7,8,0,0,0,0,,,,0.0114,0.759,3.51,
ENSG00000163576,EF-hand domain family member B,26,49,0,0,0,0,,,,0.0114,0.759,2.13,
ENSG00000171346,keratin 15,16,20,0,0,0,0,,,,0.0114,0.759,3.21,
ENSG00000105467,synaptogyrin 4,1,30,0,0,0,0,,,,0.0115,0.759,0.134,
ENSG00000149930,TAO kinase 2,13,20,0,0,9,20,,,,0.0115,0.759,2.61,1.81
ENSG00000152291,trans-golgi network protein 2,12,15,0,0,0,0,,,,0.0115,0.759,3.21,
ENSG00000198589,LPS responsive beige-like anchor protein,30,68,0,0,0,0,,,,0.0115,0.759,1.77,
ENSG00000166788,serum amyloid A like 1,13,19,0,0,0,0,,,,0.0116,0.759,2.75,
ENSG00000179046,tripartite motif family like 2,13,20,0,0,0,0,,,,0.0116,0.759,2.61,
ENSG00000133226,serine and arginine repetitive matrix 1,3,2,1,1,1,7,,,,0.0117,0.759,5.35,0.573
ENSG00000188227,zinc finger protein 793,12,17,0,0,0,0,,,,0.0117,0.759,2.83,
ENSG00000100578,KIAA0586,26,46,0,0,0,0,,,,0.0118,0.759,2.27,
ENSG00000101577,lipin 2,2,37,0,0,0,0,,,,0.0118,0.759,0.217,
ENSG00000181019,NAD(P)H quinone dehydrogenase 1,2,37,0,0,0,0,,,,0.0118,0.759,0.217,
ENSG00000109063,myosin heavy chain 3,7,67,0,0,8,61,,,,0.0119,0.759,0.419,0.526
ENSG00000112877,centrosomal protein 72,18,34,0,0,0,0,,,,0.0119,0.759,2.13,
ENSG00000119283,tripartite motif containing 67,5,2,0,0,0,2,,,,0.0119,0.759,10,0
ENSG00000240184,"protocadherin gamma subfamily C, 3",11,14,0,0,0,2,,,,0.0119,0.759,3.15,0
ENSG00000080007,DEAD-box helicase 43,12,17,0,0,0,0,,,,0.012,0.759,2.83,
ENSG00000090316,"macrophage erythroblast attacher, E3 ubiquitin ligase",4,3,0,0,11,24,,,,0.012,0.759,5.35,1.84
ENSG00000109920,formin binding protein 4,4,3,0,0,4,7,,,,0.0121,0.763,5.35,2.29
ENSG00000107485,GATA binding protein 3,2,0,0,0,1,2,,,,0.0122,0.764,Infinity,2.01
ENSG00000181652,autophagy related 9B,2,40,2,0,3,2,,,,0.0122,0.763,0.401,6.02
ENSG00000101438,solute carrier family 32 member 1,6,3,0,0,0,0,,,,0.0123,0.767,8.03,
ENSG00000021645,neurexin 3,5,3,0,0,2,15,,,,0.0126,0.777,9.37,0.535
ENSG00000115241,"protein phosphatase, Mg2+/Mn2+ dependent 1G",5,5,1,0,3,8,,,,0.0126,0.777,4.82,1.51
ENSG00000124615,molybdenum cofactor synthesis 1,10,14,0,0,0,0,,,,0.0126,0.777,2.87,
ENSG00000135801,TATA-box binding protein associated factor 5 like,7,6,0,0,7,15,,,,0.0126,0.777,4.68,1.87
ENSG00000112212,translocator protein 2,10,14,0,0,0,0,,,,0.0127,0.778,2.87,
ENSG00000137872,semaphorin 6D,8,15,0,0,0,1,,,,0.0128,0.781,2.14,0
ENSG00000127831,villin 1,21,42,0,0,0,0,,,,0.0131,0.792,2.01,
ENSG00000189127,ankyrin repeat domain 34B,15,26,0,0,0,0,,,,0.0131,0.792,2.32,
ENSG00000100211,"chibby family member 1, beta catenin antagonist",3,2,0,0,0,0,,,,0.0132,0.792,6.02,
ENSG00000114841,dynein axonemal heavy chain 1,62,140,0,0,0,0,,,,0.0132,0.792,1.78,
ENSG00000159650,urocanate hydratase 1,6,65,0,0,0,0,,,,0.0132,0.792,0.37,
ENSG00000163444,transmembrane protein 183A,8,9,1,6,1,12,,,,0.0132,0.792,2.41,0.334
ENSG00000204231,retinoid X receptor beta,4,3,1,5,14,34,,,,0.0133,0.796,2.51,1.65
ENSG00000185651,ubiquitin conjugating enzyme E2 L3,,,,,0,7,,,,0.0134,0.799,Infinity,0
ENSG00000005955,,5,1,0,0,6,19,,,,0.0135,0.801,20.1,1.27
ENSG00000171988,jumonji domain containing 1C,5,7,2,2,10,37,,,,0.0136,0.806,3.12,1.08
ENSG00000165675,ecto-NOX disulfide-thiol exchanger 2,6,6,0,0,0,0,,,,0.0137,0.806,4.01,
ENSG00000089486,cell death inducing p53 target 1,4,1,0,0,0,0,,,,0.0138,0.806,16.1,
ENSG00000187080,olfactory receptor family 2 subfamily AK member 2,0,22,0,0,0,0,,,,0.0138,0.806,0,
ENSG00000204965,protocadherin alpha 5,15,26,0,0,0,0,,,,0.0138,0.806,2.32,
ENSG00000150712,myotubularin related protein 12,6,9,0,0,0,0,,,,0.0139,0.81,2.68,
ENSG00000157869,"RAB28, member RAS oncogene family",7,8,0,0,0,0,,,,0.0141,0.815,3.51,
ENSG00000182827,acyl-CoA binding domain containing 3,7,8,0,0,0,0,,,,0.0141,0.815,3.51,
ENSG00000040199,PH domain and leucine rich repeat protein phosphatase 2,23,45,0,0,0,0,,,,0.0143,0.822,2.05,
ENSG00000185379,RAD51 paralog D,16,29,0,0,0,0,,,,0.0143,0.822,2.22,
ENSG00000153914,splicing regulatory glutamic acid and lysine rich protein 1,5,6,0,0,12,27,,,,0.0144,0.822,3.35,1.78
ENSG00000162407,phospholipid phosphatase 3,2,0,0,0,2,3,,,,0.0145,0.822,Infinity,2.68
ENSG00000116106,EPH receptor A4,5,4,0,0,3,3,,,,0.0146,0.822,5.02,4.01
ENSG00000123810,B9 domain containing 2,8,10,0,0,0,0,,,,0.0147,0.822,3.21,
ENSG00000167461,"RAB8A, member RAS oncogene family",2,0,0,0,0,9,,,,0.0148,0.822,Infinity,0
ENSG00000170385,solute carrier family 30 member 1,2,0,0,0,0,2,,,,0.0148,0.822,Infinity,0
ENSG00000164440,taxilin beta,4,52,0,0,0,0,,,,0.0149,0.822,0.309,
ENSG00000159905,zinc finger protein 221,17,30,0,0,0,0,,,,0.015,0.822,2.28,
ENSG00000074966,TXK tyrosine kinase,2,40,0,0,0,0,,,,0.0151,0.822,0.201,
ENSG00000114209,programmed cell death 10,2,0,0,0,0,0,,,,0.0151,0.822,Infinity,
ENSG00000118307,cancer susceptibility 1,27,61,0,0,0,0,,,,0.0151,0.822,1.78,
ENSG00000126062,transmembrane protein 115,4,1,0,0,1,3,,,,0.0151,0.822,16.1,1.34
ENSG00000159217,insulin like growth factor 2 mRNA binding protein 1,3,0,0,0,12,34,,,,0.0151,0.822,Infinity,1.42
ENSG00000128585,muskelin 1,2,3,2,1,5,9,,,,0.0152,0.822,4.01,2.23
ENSG00000181396,2-oxoglutarate and iron dependent oxygenase domain containing 3,1,27,0,0,1,5,,,,0.0152,0.822,0.149,0.803
ENSG00000072858,SID1 transmembrane family member 1,15,27,0,0,0,0,,,,0.0153,0.822,2.23,
ENSG00000069431,ATP binding cassette subfamily C member 9,21,45,0,0,3,28,,,,0.0154,0.822,1.87,0.43
ENSG00000141968,vav guanine nucleotide exchange factor 1,6,8,0,0,20,56,,,,0.0154,0.822,3.01,1.43
ENSG00000163462,tripartite motif containing 46,4,2,0,0,9,23,,,,0.0154,0.822,8.03,1.57
ENSG00000165029,ATP binding cassette subfamily A member 1,25,56,0,0,10,32,,,,0.0154,0.822,1.79,1.25
ENSG00000170561,iroquois homeobox 2,2,1,1,1,4,21,,,,0.0155,0.822,6.02,0.764
ENSG00000107551,Ras association domain family member 4,2,38,0,0,0,0,,,,0.0156,0.822,0.211,
ENSG00000137054,RNA polymerase I subunit E,12,20,0,0,0,0,,,,0.0156,0.822,2.41,
ENSG00000155506,"La ribonucleoprotein 1, translational regulator",7,9,0,0,0,1,,,,0.0156,0.822,3.12,0
ENSG00000198216,calcium voltage-gated channel subunit alpha1 E,6,8,0,1,34,78,,,,0.0157,0.822,2.68,1.75
ENSG00000126890,cancer/testis antigen 2,4,3,0,0,0,0,,,,0.0158,0.822,5.35,
ENSG00000135018,ubiquilin 1,3,2,4,3,2,3,,,,0.0158,0.822,5.62,2.68
ENSG00000146242,trophoblast glycoprotein,9,13,0,0,3,1,,,,0.0158,0.822,2.78,12
ENSG00000174276,zinc finger HIT-type containing 2,8,5,0,0,0,0,,,,0.0158,0.822,6.42,
ENSG00000145491,rhophilin associated tail protein 1 like,0,20,0,0,0,0,,,,0.0159,0.822,0,
ENSG00000115307,AUP1 lipid droplet regulating VLDL assembly factor,10,15,0,0,0,0,,,,0.016,0.822,2.68,
ENSG00000166801,family with sequence similarity 111 member A,4,50,0,0,0,0,,,,0.016,0.822,0.321,
ENSG00000184166,olfactory receptor family 1 subfamily D member 2,0,20,0,0,0,0,,,,0.016,0.822,0,
ENSG00000101052,intraflagellar transport 52,1,20,0,0,0,0,,,,0.0161,0.822,0.201,
ENSG00000107242,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,15,28,0,0,6,41,,,,0.0161,0.822,2.15,0.587
ENSG00000158106,rhophilin Rho GTPase binding protein 1,1,31,0,0,0,0,,,,0.0161,0.822,0.129,
ENSG00000114126,transcription factor Dp-2,4,2,0,0,0,0,,,,0.0162,0.822,8.03,
ENSG00000132549,vacuolar protein sorting 13 homolog B,64,179,0,0,0,0,,,,0.0163,0.822,1.44,
ENSG00000160352,zinc finger protein 714,17,35,0,0,0,0,,,,0.0163,0.822,1.95,
ENSG00000173372,complement C1q A chain,6,7,0,0,1,1,,,,0.0163,0.822,3.44,4.01
ENSG00000139641,extended synaptotagmin 1,22,46,0,0,0,0,,,,0.0164,0.822,1.92,
ENSG00000101346,protein O-fucosyltransferase 1,5,5,0,0,0,0,,,,0.0165,0.822,4.01,
ENSG00000197641,serpin family B member 13,0,21,0,0,0,0,,,,0.0165,0.822,0,
ENSG00000110321,eukaryotic translation initiation factor 4 gamma 2,4,3,0,0,0,0,,,,0.0166,0.822,5.35,
ENSG00000166106,ADAM metallopeptidase with thrombospondin type 1 motif 15,13,18,0,0,12,35,,,,0.0166,0.822,2.9,1.38
ENSG00000231213,phospholipid scramblase family member 5,12,9,0,0,0,0,,,,0.0166,0.822,5.35,
ENSG00000136842,tropomodulin 1,5,5,0,0,0,0,,,,0.0167,0.822,4.01,
ENSG00000142733,mitogen-activated protein kinase kinase kinase 6,11,91,0,0,3,16,,,,0.0167,0.822,0.485,0.753
ENSG00000013306,solute carrier family 25 member 39,12,23,0,0,0,0,,,,0.0168,0.822,2.09,
ENSG00000101191,death inducer-obliterator 1,10,12,0,0,0,0,,,,0.0169,0.822,3.35,
ENSG00000124780,potassium two pore domain channel subfamily K member 17,8,11,0,0,0,0,,,,0.0169,0.822,2.92,
ENSG00000130640,tubulin gamma complex associated protein 2,13,21,0,0,0,0,,,,0.0169,0.822,2.49,
ENSG00000143799,poly(ADP-ribose) polymerase 1,13,24,0,0,0,0,,,,0.017,0.822,2.17,
ENSG00000163684,ribonuclease P/MRP subunit p14,7,9,0,0,0,0,,,,0.017,0.822,3.12,
ENSG00000186471,A-kinase anchoring protein 14,3,1,0,0,0,0,,,,0.017,0.822,12,
ENSG00000118985,elongation factor for RNA polymerase II 2,5,4,0,0,0,0,,,,0.0171,0.822,5.02,
ENSG00000135473,poly(A) specific ribonuclease subunit PAN2,10,13,0,0,0,0,,,,0.0171,0.822,3.09,
ENSG00000183496,mex-3 RNA binding family member B,5,4,0,0,1,2,,,,0.0171,0.822,5.02,2.01
ENSG00000185627,"proteasome 26S subunit, non-ATPase 13",3,1,0,0,0,0,,,,0.0171,0.822,12,
ENSG00000020129,neurochondrin,4,4,0,0,16,52,,,,0.0172,0.822,4.01,1.24
ENSG00000165449,solute carrier family 16 member 9,9,15,0,0,0,0,,,,0.0172,0.822,2.41,
ENSG00000108883,elongation factor Tu GTP binding domain containing 2,2,0,0,0,14,40,,,,0.0173,0.822,Infinity,1.4
ENSG00000110911,solute carrier family 11 member 2,11,13,0,0,0,0,,,,0.0173,0.822,3.4,
ENSG00000115556,phospholipase C delta 4,15,27,0,0,0,0,,,,0.0173,0.822,2.23,
ENSG00000116785,complement factor H related 3,1,26,0,4,0,0,,,,0.0173,0.822,0.134,
ENSG00000162739,SLAM family member 6,6,7,0,0,0,0,,,,0.0173,0.822,3.44,
ENSG00000161513,ferredoxin reductase,0,20,0,0,0,0,,,,0.0174,0.822,0.201,
ENSG00000230453,ankyrin repeat domain 18B,11,9,0,0,0,0,,,,0.0174,0.822,4.91,
ENSG00000111674,enolase 2,7,6,0,0,2,2,,,,0.0175,0.822,4.68,4.01
ENSG00000147804,solute carrier family 39 member 4,7,11,0,0,0,0,,,,0.0176,0.822,2.55,
ENSG00000162244,ribosomal protein L29,3,1,0,0,4,4,,,,0.0176,0.822,12,4.01
ENSG00000170214,adrenoceptor alpha 1B,4,2,0,0,1,0,,,,0.0176,0.822,8.03,Infinity
ENSG00000001631,KRIT1 ankyrin repeat containing,0,22,0,0,0,0,,,,0.0177,0.822,0,
ENSG00000163291,progestin and adipoQ receptor family member 3,10,15,0,0,0,0,,,,0.0178,0.822,2.68,
ENSG00000222040,,12,18,0,0,0,0,,,,0.0178,0.822,2.68,
ENSG00000091583,apolipoprotein H,12,24,0,0,0,0,,,,0.018,0.822,2.01,
ENSG00000164849,G protein-coupled receptor 146,6,7,0,0,0,0,,,,0.018,0.822,3.44,
ENSG00000132716,DDB1 and CUL4 associated factor 8,4,1,0,0,0,7,,,,0.0181,0.822,16.1,0
ENSG00000147255,immunoglobulin superfamily member 1,10,19,0,0,0,0,,,,0.0181,0.822,2.11,
ENSG00000067369,tumor protein p53 binding protein 1,9,16,0,0,3,9,,,,0.0182,0.822,2.26,1.34
ENSG00000124788,ataxin 1,4,1,0,0,0,0,,,,0.0182,0.822,16.1,
ENSG00000196263,zinc finger protein 471,9,76,0,0,0,0,,,,0.0182,0.822,0.475,
ENSG00000212864,ring finger protein 208,2,0,0,0,0,0,,,,0.0182,0.822,Infinity,
ENSG00000257019,,9,13,0,0,0,0,,,,0.0182,0.822,2.78,
ENSG00000011451,WIZ zinc finger,5,3,0,0,0,0,,,,0.0183,0.822,6.69,
ENSG00000108509,calmodulin binding transcription activator 2,11,17,0,0,10,24,,,,0.0183,0.822,2.6,1.67
ENSG00000167522,ankyrin repeat domain 11,6,3,5,18,23,80,,,,0.0183,0.822,2.1,1.15
ENSG00000204217,bone morphogenetic protein receptor type 2,8,6,0,0,0,0,,,,0.0183,0.822,5.35,
ENSG00000169239,carbonic anhydrase 5B,0,22,2,11,0,1,,,,0.0184,0.823,0.243,0
ENSG00000180901,potassium channel tetramerization domain containing 2,2,1,0,0,12,17,,,,0.0184,0.823,8.03,2.83
ENSG00000113296,thrombospondin 4,8,74,0,0,0,0,,,,0.0185,0.823,0.434,
ENSG00000114867,eukaryotic translation initiation factor 4 gamma 1,8,8,0,0,4,43,,,,0.0185,0.823,4.01,0.373
ENSG00000176994,SMCR8-C9orf72 complex subunit,9,12,0,0,0,0,,,,0.0187,0.829,3.01,
ENSG00000197971,myelin basic protein,3,0,0,0,0,0,,,,0.0188,0.829,Infinity,
ENSG00000158055,grainyhead like transcription factor 3,9,8,0,0,0,0,,,,0.019,0.829,4.52,
ENSG00000115041,potassium voltage-gated channel interacting protein 3,6,7,0,0,0,0,,,,0.0191,0.829,3.44,
ENSG00000080603,Snf2 related CREBBP activator protein,7,8,0,0,0,0,,,,0.0192,0.829,3.51,
ENSG00000134001,eukaryotic translation initiation factor 2 subunit alpha,3,1,0,0,1,17,,,,0.0192,0.829,12,0.236
ENSG00000135439,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",5,5,1,5,14,17,,,,0.0192,0.829,2.41,3.31
ENSG00000167986,damage specific DNA binding protein 1,3,10,5,1,18,55,,,,0.0192,0.829,2.92,1.31
ENSG00000257093,DENN domain containing 11,0,21,0,0,0,0,,,,0.0192,0.829,0,
ENSG00000105889,STEAP family member 1B,9,12,0,4,2,9,,,,0.0193,0.829,2.26,0.892
ENSG00000154359,LON peptidase N-terminal domain and ring finger 1,5,8,0,0,4,5,,,,0.0193,0.829,2.51,3.21
ENSG00000170323,fatty acid binding protein 4,5,5,0,0,0,0,,,,0.0194,0.829,4.01,
ENSG00000171496,olfactory receptor family 1 subfamily L member 8,9,12,0,0,0,0,,,,0.0194,0.829,3.01,
ENSG00000183036,Purkinje cell protein 4,4,4,0,0,0,0,,,,0.0194,0.829,4.01,
ENSG00000091181,interleukin 5 receptor subunit alpha,0,20,0,0,0,0,,,,0.0196,0.829,0,
ENSG00000100504,glycogen phosphorylase L,5,55,0,0,3,11,,,,0.0196,0.829,0.365,1.09
ENSG00000129292,PHD finger protein 20 like 1,8,9,0,0,7,18,,,,0.0196,0.829,3.57,1.56
ENSG00000087303,nidogen 2,23,48,0,0,0,0,,,,0.0198,0.829,1.92,
ENSG00000140945,cadherin 13,8,8,0,0,0,0,,,,0.0198,0.829,4.01,
ENSG00000151164,RAD9 checkpoint clamp component B,12,20,0,0,0,0,,,,0.0199,0.829,2.41,
ENSG00000180190,testis development related protein,0,19,0,0,0,0,,,,0.0199,0.829,0,
ENSG00000185219,zinc finger protein 445,6,6,0,0,0,0,,,,0.0199,0.829,4.01,
ENSG00000001629,ankyrin repeat and IBR domain containing 1,5,6,0,0,6,19,,,,0.02,0.829,3.35,1.27
ENSG00000116701,neutrophil cytosolic factor 2,1,31,0,0,0,0,,,,0.02,0.829,0.129,
ENSG00000175482,"DNA polymerase delta 4, accessory subunit",5,2,0,0,0,0,,,,0.02,0.829,10,
ENSG00000177169,unc-51 like autophagy activating kinase 1,8,9,0,0,9,29,,,,0.02,0.829,3.57,1.25
ENSG00000196338,neuroligin 3,3,1,1,9,6,16,,,,0.02,0.829,1.61,1.51
ENSG00000100024,beta-ureidopropionase 1,2,38,0,0,0,0,,,,0.0202,0.829,0.211,
ENSG00000133138,TBC1 domain family member 8B,3,35,0,0,0,0,,,,0.0202,0.829,0.344,
ENSG00000146700,scavenger receptor cysteine rich family member with 4 domains,7,10,0,0,0,5,,,,0.0202,0.829,2.81,0
ENSG00000010256,ubiquinol-cytochrome c reductase core protein 1,9,11,0,0,0,0,,,,0.0203,0.829,3.28,
ENSG00000087245,matrix metallopeptidase 2,9,12,0,0,0,0,,,,0.0203,0.829,3.01,
ENSG00000115694,serine/threonine kinase 25,10,16,0,0,0,1,,,,0.0204,0.829,2.51,0
ENSG00000039987,bestrophin 2,12,22,0,0,1,5,,,,0.0205,0.829,2.19,0.803
ENSG00000105723,glycogen synthase kinase 3 alpha,4,0,0,0,6,29,,,,0.0205,0.829,Infinity,0.83
ENSG00000111642,chromodomain helicase DNA binding protein 4,8,10,5,14,36,104,,,,0.0205,0.829,2.34,1.39
ENSG00000160961,zinc finger protein 333,15,28,0,0,0,0,,,,0.0205,0.829,2.15,
ENSG00000173575,chromodomain helicase DNA binding protein 2,2,1,1,2,16,34,,,,0.0205,0.829,4.01,1.89
ENSG00000177051,F-box protein 46,4,4,0,0,0,4,,,,0.0205,0.829,4.01,0
ENSG00000125485,DEAD-box helicase 31,22,51,0,0,0,0,,,,0.0206,0.829,1.73,
ENSG00000163818,leucine zipper transcription factor like 1,5,7,0,0,0,0,,,,0.0207,0.829,2.87,
ENSG00000114626,ankyrin repeat and BTB domain containing 1,13,23,0,0,0,0,,,,0.0208,0.829,2.27,
ENSG00000131686,carbonic anhydrase 6,0,19,0,0,0,0,,,,0.0208,0.829,0,
ENSG00000138744,N-acylethanolamine acid amidase,11,18,2,0,2,0,,,,0.0208,0.829,2.9,Infinity
ENSG00000197721,complement C3b/C4b receptor 1 like,16,41,0,0,0,0,,,,0.0208,0.829,1.57,
ENSG00000101266,casein kinase 2 alpha 1,3,3,4,7,5,20,,,,0.0209,0.829,2.81,1.2
ENSG00000102780,diacylglycerol kinase eta,14,22,0,0,0,0,,,,0.0209,0.829,2.55,
ENSG00000133149,,6,8,0,0,0,0,,,,0.021,0.829,3.01,
ENSG00000159216,RUNX family transcription factor 1,7,7,0,0,0,2,,,,0.021,0.829,4.01,0
ENSG00000168748,carbonic anhydrase 7,4,1,0,0,3,12,,,,0.021,0.829,16.1,1
ENSG00000011523,centrosomal protein 68,1,28,0,0,0,0,,,,0.0211,0.829,0.143,
ENSG00000101323,hydroxyacid oxidase 1,1,30,0,0,0,0,,,,0.0211,0.829,0.134,
ENSG00000131477,receptor activity modifying protein 2,4,2,0,0,0,0,,,,0.0212,0.829,8.03,
ENSG00000135778,"nucleoside-triphosphatase, cancer-related",9,10,0,0,0,0,,,,0.0212,0.829,3.61,
ENSG00000149243,kelch like family member 35,11,20,0,0,0,0,,,,0.0212,0.829,2.21,
ENSG00000271605,mast cell immunoglobulin like receptor 1,4,2,0,0,0,0,,,,0.0212,0.829,8.03,
ENSG00000113327,gamma-aminobutyric acid type A receptor subunit gamma2,4,5,0,2,8,30,,,,0.0213,0.829,2.29,1.07
ENSG00000167555,zinc finger protein 528,22,49,0,0,0,0,,,,0.0213,0.829,1.8,
ENSG00000086062,"beta-1,4-galactosyltransferase 1",5,4,0,0,0,0,,,,0.0214,0.829,5.02,
ENSG00000143217,nectin cell adhesion molecule 4,6,4,0,0,0,0,,,,0.0214,0.829,6.02,
ENSG00000241973,phosphatidylinositol 4-kinase alpha,27,65,1,1,7,45,,,,0.0214,0.829,1.7,0.624
ENSG00000154654,neural cell adhesion molecule 2,4,2,0,0,0,0,,,,0.0215,0.83,8.03,
ENSG00000196437,zinc finger protein 569,16,27,0,0,0,0,,,,0.0215,0.83,2.38,
ENSG00000121594,CD80 molecule,4,5,0,0,0,0,,,,0.0216,0.83,3.21,
ENSG00000180198,regulator of chromosome condensation 1,3,3,0,0,0,0,,,,0.0216,0.83,4.01,
ENSG00000251322,SH3 and multiple ankyrin repeat domains 3,7,2,0,0,0,0,,,,0.0217,0.831,14,
ENSG00000214706,interferon related developmental regulator 2,10,12,0,0,0,0,,,,0.0218,0.833,3.35,
ENSG00000175115,phosphofurin acidic cluster sorting protein 1,4,2,0,0,15,49,,,,0.0219,0.833,8.03,1.23
ENSG00000131507,Nedd4 family interacting protein 1,3,0,0,0,1,2,,,,0.022,0.833,Infinity,2.01
ENSG00000181450,zinc finger protein 678,5,51,0,0,0,0,,,,0.022,0.833,0.393,
ENSG00000214215,,0,19,0,0,0,0,,,,0.022,0.833,0,
ENSG00000138294,,6,7,0,0,0,0,,,,0.0221,0.833,3.44,
ENSG00000138668,heterogeneous nuclear ribonucleoprotein D,3,0,0,1,6,16,,,,0.0221,0.833,12,1.51
ENSG00000156804,F-box protein 32,4,5,0,0,2,2,,,,0.0221,0.833,3.21,4.01
ENSG00000107623,,3,1,0,0,0,0,,,,0.0223,0.834,12,
ENSG00000170775,G protein-coupled receptor 37,0,22,0,0,0,0,,,,0.0223,0.834,0,
ENSG00000213654,G protein signaling modulator 3,3,1,0,0,0,0,,,,0.0223,0.834,12,
ENSG00000012504,nuclear receptor subfamily 1 group H member 4,7,6,0,0,0,0,,,,0.0225,0.834,4.68,
ENSG00000158863,family with sequence similarity 160 member B2,14,26,0,0,0,0,,,,0.0225,0.834,2.16,
ENSG00000167881,signal recognition particle 68,7,9,0,0,0,0,,,,0.0225,0.834,3.12,
ENSG00000126778,SIX homeobox 1,4,2,0,1,7,26,,,,0.0226,0.834,5.35,1.08
ENSG00000151461,UPF2 regulator of nonsense mediated mRNA decay,3,1,0,0,2,3,,,,0.0226,0.834,12,2.68
ENSG00000168769,tet methylcytosine dioxygenase 2,15,114,0,0,0,0,,,,0.0226,0.834,0.528,
ENSG00000244067,glutathione S-transferase alpha 2,1,20,0,0,0,0,,,,0.0226,0.834,0.201,
ENSG00000186517,Rho GTPase activating protein 30,0,21,0,0,1,0,,,,0.0227,0.834,0,Infinity
ENSG00000115271,grancalcin,1,30,0,0,0,0,,,,0.0228,0.838,0.134,
ENSG00000073150,pannexin 2,6,7,1,3,12,31,,,,0.0229,0.838,2.81,1.55
ENSG00000153201,RAN binding protein 2,12,20,2,1,3,7,,,,0.0231,0.843,2.68,1.72
ENSG00000065675,protein kinase C theta,8,10,0,0,0,0,,,,0.0232,0.845,3.21,
ENSG00000116117,par-3 family cell polarity regulator beta,7,65,0,0,0,0,,,,0.0232,0.845,0.432,
ENSG00000136531,sodium voltage-gated channel alpha subunit 2,1,2,2,1,28,81,,,,0.0232,0.845,5.35,1.44
ENSG00000165076,serine protease 37,0,19,0,0,0,0,,,,0.0234,0.849,0,
ENSG00000119969,"helicase, lymphoid specific",2,1,0,0,3,1,,,,0.0235,0.849,8.03,12
ENSG00000142235,lemur tyrosine kinase 3,4,0,0,0,0,0,,,,0.0235,0.849,Infinity,
ENSG00000108771,DExH-box helicase 58,5,45,0,0,0,0,,,,0.0236,0.849,0.446,
ENSG00000115665,solute carrier family 5 member 7,0,18,0,0,2,20,,,,0.0236,0.849,0,0.401
ENSG00000105388,CEA cell adhesion molecule 5,10,26,0,0,0,0,,,,0.0237,0.849,1.54,
ENSG00000164933,solute carrier family 25 member 32,8,9,0,0,0,0,,,,0.0237,0.849,3.57,
ENSG00000132130,,1,2,2,0,11,20,,,,0.024,0.859,6.02,2.21
ENSG00000133275,casein kinase 1 gamma 2,3,2,0,0,13,32,,,,0.024,0.859,6.02,1.63
ENSG00000053702,nuclear receptor interacting protein 2,13,19,0,0,0,0,,,,0.0243,0.864,2.75,
ENSG00000143768,left-right determination factor 2,7,8,0,1,0,7,,,,0.0243,0.864,3.12,0
ENSG00000243729,olfactory receptor family 5 subfamily V member 1,10,14,0,0,0,0,,,,0.0243,0.864,2.87,
ENSG00000117614,SYF2 pre-mRNA splicing factor,0,21,0,0,0,0,,,,0.0244,0.864,0,
ENSG00000116882,hydroxyacid oxidase 2,12,30,0,0,0,0,,,,0.0245,0.865,1.61,
ENSG00000131969,abhydrolase domain containing 12B,2,30,0,0,0,0,,,,0.0246,0.868,0.268,
